0,C10,atorvastatin,B01,warfarin,1,0
1,C10,atorvastatin,B01,dalteparin,0,0
2,C10,atorvastatin,B01,enoxaparin,0,0
3,C10,atorvastatin,B01,heparin,0,0
4,C10,atorvastatin,B01,tinzaparin,0,0
5,C10,atorvastatin,B01,abciximab,0,0
6,C10,atorvastatin,B01,acetylsalicylic acid,0,0
7,C10,atorvastatin,B01,cangrelor,0,0
8,C10,atorvastatin,B01,cilostazol,0,0
9,C10,atorvastatin,B01,clopidogrel,2,0
10,C10,atorvastatin,B01,dipyridamole,0,0
11,C10,atorvastatin,B01,epoprostenol,0,0
12,C10,atorvastatin,B01,eptifibatide,0,0
13,C10,atorvastatin,B01,iloprost,0,0
14,C10,atorvastatin,B01,prasugrel,0,0
15,C10,atorvastatin,B01,selexipag,0,0
16,C10,atorvastatin,B01,ticagrelor,1,0
17,C10,atorvastatin,B01,ticlopidine,0,0
18,C10,atorvastatin,B01,tirofiban,0,0
19,C10,atorvastatin,B01,treprostinil,0,0
20,C10,atorvastatin,B01,vorapaxar,0,0
21,C10,atorvastatin,B01,alteplase,0,0
22,C10,atorvastatin,B01,reteplase,0,0
23,C10,atorvastatin,B01,tenecteplase,0,0
24,C10,atorvastatin,B01,argatroban,0,0
25,C10,atorvastatin,B01,bivalirudin,0,0
26,C10,atorvastatin,B01,dabigatran etexilate,1,2
27,C10,atorvastatin,B01,desirudin ,0,0
28,C10,atorvastatin,B01,apixaban,0,0
29,C10,atorvastatin,B01,betrixaban,0,0
30,C10,atorvastatin,B01,edoxaban,0,3
31,C10,atorvastatin,B01,rivaroxaban,0,0
32,C10,atorvastatin,B01,caplacizumab,0,0
33,C10,atorvastatin,B01,defibrotide,0,0
34,C10,atorvastatin,B01,fondaparinux,0,0
35,C10,fluvastatin,B01,warfarin,1,2
36,C10,fluvastatin,B01,dalteparin,0,0
37,C10,fluvastatin,B01,enoxaparin,0,0
38,C10,fluvastatin,B01,heparin,0,0
39,C10,fluvastatin,B01,tinzaparin,0,0
40,C10,fluvastatin,B01,abciximab,0,0
41,C10,fluvastatin,B01,acetylsalicylic acid,0,0
42,C10,fluvastatin,B01,cangrelor,0,0
43,C10,fluvastatin,B01,cilostazol,0,0
44,C10,fluvastatin,B01,clopidogrel,1,1
45,C10,fluvastatin,B01,dipyridamole,0,0
46,C10,fluvastatin,B01,epoprostenol,0,0
47,C10,fluvastatin,B01,eptifibatide,0,0
48,C10,fluvastatin,B01,iloprost,0,0
49,C10,fluvastatin,B01,prasugrel,0,0
50,C10,fluvastatin,B01,selexipag,0,0
51,C10,fluvastatin,B01,ticagrelor,0,0
