0,C10,atorvastatin,C09,benazepril,0,0
1,C10,atorvastatin,C09,captopril,0,0
2,C10,atorvastatin,C09,enalapril,0,0
3,C10,atorvastatin,C09,fosinopril,0,0
4,C10,atorvastatin,C09,lisinopril,0,0
5,C10,atorvastatin,C09,moexipril,0,0
6,C10,atorvastatin,C09,perindopril,0,0
7,C10,atorvastatin,C09,quinapril,0,0
8,C10,atorvastatin,C09,ramipril,0,0
9,C10,atorvastatin,C09,trandolapril,0,0
10,C10,atorvastatin,C09,azilsartan medoxomil,0,0
11,C10,atorvastatin,C09,candesartan,0,0
12,C10,atorvastatin,C09,eprosartan,0,0
13,C10,atorvastatin,C09,irbesartan,0,0
14,C10,atorvastatin,C09,losartan,0,0
15,C10,atorvastatin,C09,olmesartan,0,0
16,C10,atorvastatin,C09,telmisartan,0,2
17,C10,atorvastatin,C09,valsartan,0,2
18,C10,atorvastatin,C09,aliskiren,2,2
19,C10,fluvastatin,C09,benazepril,0,0
20,C10,fluvastatin,C09,captopril,0,0
21,C10,fluvastatin,C09,enalapril,0,0
22,C10,fluvastatin,C09,fosinopril,0,0
23,C10,fluvastatin,C09,lisinopril,0,0
24,C10,fluvastatin,C09,moexipril,0,0
25,C10,fluvastatin,C09,perindopril,0,0
26,C10,fluvastatin,C09,quinapril,0,0
27,C10,fluvastatin,C09,ramipril,0,0
28,C10,fluvastatin,C09,trandolapril,0,0
29,C10,fluvastatin,C09,azilsartan medoxomil,0,0
30,C10,fluvastatin,C09,candesartan,0,0
31,C10,fluvastatin,C09,eprosartan,0,0
32,C10,fluvastatin,C09,irbesartan,0,0
33,C10,fluvastatin,C09,losartan,0,0
34,C10,fluvastatin,C09,olmesartan,0,0
35,C10,fluvastatin,C09,telmisartan,0,2
36,C10,fluvastatin,C09,valsartan,0,2
37,C10,fluvastatin,C09,aliskiren,0,0
38,C10,lovastatin,C09,benazepril,0,0
39,C10,lovastatin,C09,captopril,0,0
40,C10,lovastatin,C09,enalapril,0,0
41,C10,lovastatin,C09,fosinopril,0,0
42,C10,lovastatin,C09,lisinopril,0,0
43,C10,lovastatin,C09,moexipril,0,0
44,C10,lovastatin,C09,perindopril,0,0
45,C10,lovastatin,C09,quinapril,0,0
46,C10,lovastatin,C09,ramipril,0,0
47,C10,lovastatin,C09,trandolapril,0,0
48,C10,lovastatin,C09,azilsartan medoxomil,0,0
49,C10,lovastatin,C09,candesartan,0,0
50,C10,lovastatin,C09,eprosartan,0,0
